Date,FC,Reference ID,Fee Type,Notes,Store Order ID,GST Rate,Amount,GST,Total (incl. GST)
01/06/26 01:24:36,Twin Lakes (WI),330277496,Shipping,5550362904,511829,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:25:11,Twin Lakes (WI),331046453,Shipping,3030482346,512878,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:25:21,Twin Lakes (WI),333818832,Shipping,5550364481,516296,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:25:52,Twin Lakes (WI),331123657,Shipping,5550366113,512920,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:26:19,Twin Lakes (WI),334284342,Shipping,3030485566,516869,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:26:32,Twin Lakes (WI),331359065,Shipping,5550367830,513178,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:26:38,Twin Lakes (WI),328350057,Shipping,9261290318421409733277,509141,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:39,Twin Lakes (WI),329944099,Shipping,9261290318421409733284,511362,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:39,Twin Lakes (WI),329905805,Shipping,9261290318421409733291,511295,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:39,Twin Lakes (WI),327823875,Shipping,TBA327632994302,507943,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:39,Twin Lakes (WI),328508101,Shipping,TBA327632994690,509348,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:39,Twin Lakes (WI),327833479,Shipping,TBA327632992593,507959,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:39,Twin Lakes (WI),328080847,Shipping,D10017041648891,508508,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:39,Twin Lakes (WI),328961013,Shipping,D10017041648867,510108,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:39,Twin Lakes (WI),329891666,Shipping,D10017041648908,511277,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:39,Twin Lakes (WI),328478618,Shipping,D10017041648883,509271,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:39,Twin Lakes (WI),327678149,Shipping,D10017041648932,507719,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:39,Twin Lakes (WI),328365350,Shipping,TBA327632994367,509165,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:40,Twin Lakes (WI),327720389,Shipping,D10017041648875,507825,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),332197073,Shipping,9261290318421409733307,514481,0%,$ 7.02,$ 0,$ 7.02
01/06/26 01:26:40,Twin Lakes (WI),333336743,Shipping,D10017041648958,515692,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),327650551,Shipping,D10017041648974,507672,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),328045977,Shipping,D10017041648990,508458,0%,$ 8.63,$ 0,$ 8.63
01/06/26 01:26:40,Twin Lakes (WI),329450572,Shipping,D10017041648982,510708,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:40,Twin Lakes (WI),333252473,Shipping,D10017041648924,515555,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:40,Twin Lakes (WI),334687637,Shipping,D10017041648940,517334,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),330415110,Shipping,TBA327632994291,511981,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:40,Twin Lakes (WI),330491320,Shipping,TBA327632991474,512119,0%,$ 8.63,$ 0,$ 8.63
01/06/26 01:26:40,Twin Lakes (WI),332863926,Shipping,D10017041649021,515178,0%,$ 8.63,$ 0,$ 8.63
01/06/26 01:26:40,Twin Lakes (WI),332839046,Shipping,D10017041649013,515168,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),333546739,Shipping,D10017041649039,515964,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:40,Twin Lakes (WI),334159065,Shipping,D10017041649047,516756,0%,$ 8.63,$ 0,$ 8.63
01/06/26 01:26:40,Twin Lakes (WI),333264679,Shipping,TBA327632993239,515574,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:40,Twin Lakes (WI),330721581,Shipping,TBA327632991971,512456,0%,$ 7.27,$ 0,$ 7.27
01/06/26 01:26:41,Twin Lakes (WI),332600284,Shipping,D10017041649055,514896,0%,$ 8.38,$ 0,$ 8.38
01/06/26 01:26:41,Twin Lakes (WI),328633548,Shipping,CR000467842249,509644,0%,$ 8.09,$ 0,$ 8.09
01/06/26 01:26:41,Twin Lakes (WI),329639391,Shipping,CR000467842201,510932,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:41,Twin Lakes (WI),328176760,Shipping,CR000467842225,508680,0%,$ 7.27,$ 0,$ 7.27
01/06/26 01:26:41,Twin Lakes (WI),329325672,Shipping,CR000467842175,510536,0%,$ 8.09,$ 0,$ 8.09
01/06/26 01:26:41,Twin Lakes (WI),329904793,Shipping,CR000467842262,511292,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:41,Twin Lakes (WI),328543165,Shipping,CR000467842157,509466,0%,$ 7.02,$ 0,$ 7.02
01/06/26 01:26:41,Twin Lakes (WI),328249363,Shipping,CR000467842237,508858,0%,$ 7.02,$ 0,$ 7.02
01/06/26 01:26:41,Twin Lakes (WI),328599946,Shipping,CR000467842255,509599,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:41,Twin Lakes (WI),330260445,Shipping,CR000467842182,511800,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:41,Twin Lakes (WI),328641009,Shipping,CR000467842145,509662,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:41,Twin Lakes (WI),333016670,Shipping,CR000467842110,515326,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),332527935,Shipping,CR000467842194,514859,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),327814599,Shipping,CR000467842169,507924,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:42,Twin Lakes (WI),331677894,Shipping,CR000467842133,513654,0%,$ 7.47,$ 0,$ 7.47
01/06/26 01:26:42,Twin Lakes (WI),334716714,Shipping,CR000467842108,517382,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),334306065,Shipping,CR000467842599,516905,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),330496574,Shipping,CR000467842575,512126,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),333234471,Shipping,CR000467842121,515540,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:42,Twin Lakes (WI),333588901,Shipping,CR000467842514,516030,0%,$ 7.85,$ 0,$ 7.85
01/06/26 01:26:48,Twin Lakes (WI),327592111,Shipping,5550368670,507564,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:27:14,Twin Lakes (WI),331423301,Shipping,5550369705,513267,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:27:29,Twin Lakes (WI),327645824,Shipping,3030488263,507661,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:27:45,Twin Lakes (WI),331742345,Shipping,3030488930,513766,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:28:12,Twin Lakes (WI),327994601,Shipping,3030489932,508332,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:28:39,Twin Lakes (WI),331792394,Shipping,5550373135,513859,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:28:50,Twin Lakes (WI),328452353,Shipping,3030491321,509241,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:29:22,Twin Lakes (WI),332161490,Shipping,5550374583,514427,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:29:28,Twin Lakes (WI),329152033,Shipping,5550374992,510347,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:29:49,Twin Lakes (WI),332325353,Shipping,2692377085,514596,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:30:07,Twin Lakes (WI),329616251,Shipping,5550376635,510894,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:30:43,Twin Lakes (WI),331732516,Shipping,2692379196,513750,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:31:06,Twin Lakes (WI),332442267,Shipping,5550379236,514754,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:31:39,Twin Lakes (WI),332491179,Shipping,2692381440,514816,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:32:04,Twin Lakes (WI),332622549,Shipping,5550381491,514915,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:32:31,Twin Lakes (WI),327593623,Shipping,CR000467849549,507544,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:32:31,Twin Lakes (WI),332907946,Shipping,5550383064,515200,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:32:37,Twin Lakes (WI),332961944,Shipping,5550383333,515250,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:33:00,Twin Lakes (WI),333051399,Shipping,5550384254,515365,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:33:22,Twin Lakes (WI),327665178,Shipping,5550385201,507702,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:33:23,Twin Lakes (WI),330411954,Shipping,5550385256,511982,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:33:27,Twin Lakes (WI),333437205,Shipping,5550385481,515790,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:33:54,Twin Lakes (WI),327927398,Shipping,2692387084,508143,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:34:12,Twin Lakes (WI),330448753,Shipping,2692387806,512040,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:34:26,Twin Lakes (WI),327965556,Shipping,5550388340,508257,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:34:44,Twin Lakes (WI),327624648,Shipping,222568bf755a09bcb,507618,0%,$ 5.97,$ 0,$ 5.97
01/06/26 01:34:57,Twin Lakes (WI),328420132,Shipping,2692389652,509199,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:34:58,Twin Lakes (WI),330663375,Shipping,2692389733,512349,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:35:49,Twin Lakes (WI),327696460,Shipping,CR000467856324,507786,0%,$ 6.29,$ 0,$ 6.29
01/06/26 01:36:08,Twin Lakes (WI),330697896,Shipping,2692392872,512407,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:36:13,Twin Lakes (WI),328926972,Shipping,2692393126,510067,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:36:36,Twin Lakes (WI),327891302,Shipping,CR000467851880,508079,0%,$ 6.12,$ 0,$ 6.12
01/06/26 01:36:58,Twin Lakes (WI),329389377,Shipping,2692395182,510577,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:02,Twin Lakes (WI),330728317,Shipping,5550394673,512464,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:22,Twin Lakes (WI),327947239,Shipping,CR000467851960,508190,0%,$ 5.86,$ 0,$ 5.86
01/06/26 01:37:28,Twin Lakes (WI),330634496,Shipping,5550395631,512308,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:35,Twin Lakes (WI),328596459,Shipping,9261290318421409733444,509578,0%,$ 6.45,$ 0,$ 6.45
01/06/26 01:37:35,Twin Lakes (WI),328027327,Shipping,c3cf7b557b225db44,508410,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:35,Twin Lakes (WI),328153451,Shipping,9261290318421409733451,508628,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:35,Twin Lakes (WI),327914120,Shipping,793ee8ddab872e765,508105,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:35,Twin Lakes (WI),328017587,Shipping,9200190244541407291550,508403,0%,$ 8.56,$ 0,$ 8.56
01/06/26 01:37:35,Twin Lakes (WI),327986859,Shipping,9200190244541407291574,508310,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:35,Twin Lakes (WI),327676176,Shipping,TBA327633155676,507738,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:36,Twin Lakes (WI),331650642,Shipping,9261290318421409733468,513605,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:36,Twin Lakes (WI),331272870,Shipping,TBA327633151747,513127,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:36,Twin Lakes (WI),331174160,Shipping,BTPA027604NWGJT,512981,0%,$ 6.3,$ 0,$ 6.3
01/06/26 01:37:36,Twin Lakes (WI),330948040,Shipping,TBA327633155938,512726,0%,$ 6.45,$ 0,$ 6.45
01/06/26 01:37:36,Twin Lakes (WI),331613927,Shipping,TBA327633156909,513545,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:36,Twin Lakes (WI),330961980,Shipping,TBA327633155726,512750,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:37,Twin Lakes (WI),328290125,Shipping,CR000467851290,508994,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:37,Twin Lakes (WI),328257291,Shipping,CR000467851264,508856,0%,$ 6.95,$ 0,$ 6.95
01/06/26 01:37:37,Twin Lakes (WI),328263079,Shipping,CR000467851215,508901,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:37,Twin Lakes (WI),330785592,Shipping,9200190244541407291581,512576,0%,$ 6.45,$ 0,$ 6.45
01/06/26 01:37:37,Twin Lakes (WI),328167879,Shipping,CR000467851276,508664,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:37,Twin Lakes (WI),331383803,Shipping,83f1f674add2aec35,513205,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),331826630,Shipping,9200190244541407291598,513937,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),331424914,Shipping,078b1930ce0fb6143,513271,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),328555318,Shipping,CR000467851288,509513,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),328627530,Shipping,420968189261290336138559832915,509659,0%,$ 8.56,$ 0,$ 8.56
01/06/26 01:37:37,Twin Lakes (WI),331888585,Shipping,TBA327633156938,514075,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:37,Twin Lakes (WI),328921350,Shipping,9261290318421409733475,510057,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:37,Twin Lakes (WI),328297270,Shipping,CR000467851332,509007,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),328156836,Shipping,CR000467851325,508637,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:37,Twin Lakes (WI),328886532,Shipping,TBA327633156915,510006,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),328847429,Shipping,TBA327633155743,509938,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:37,Twin Lakes (WI),328893497,Shipping,TBA327633157173,510000,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:38,Twin Lakes (WI),332069757,Shipping,TBA327633151937,514296,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),328972890,Shipping,TBA327633156948,510110,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),329173830,Shipping,9200190244541407291611,510383,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),328809538,Shipping,CR000467851252,509875,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),331284833,Shipping,CR000467851203,513141,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),331023663,Shipping,CR000467851239,512839,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:38,Twin Lakes (WI),331406843,Shipping,CR000467851172,513236,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:38,Twin Lakes (WI),330805103,Shipping,CR000467851111,512605,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),331642142,Shipping,CR000467851100,513592,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:38,Twin Lakes (WI),331603698,Shipping,CR000467851159,513514,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:38,Twin Lakes (WI),330556146,Shipping,CR000467851184,512258,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:38,Twin Lakes (WI),329432127,Shipping,TBA327633155780,510668,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:39,Twin Lakes (WI),331423225,Shipping,CR000467851196,513268,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),331367939,Shipping,CR000467851227,513183,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:39,Twin Lakes (WI),331550118,Shipping,CR000467851165,513405,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),331413617,Shipping,CR000467851147,513247,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),330847765,Shipping,CR000467851577,512627,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),331897704,Shipping,CR000467851553,514091,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),330790462,Shipping,CR000467851135,512575,0%,$ 6.3,$ 0,$ 6.3
01/06/26 01:37:39,Twin Lakes (WI),333209647,Shipping,TBA327633156814,515520,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),332863215,Shipping,D10017041669996,515177,0%,$ 6.95,$ 0,$ 6.95
01/06/26 01:37:39,Twin Lakes (WI),328883717,Shipping,CR000467851516,509998,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:39,Twin Lakes (WI),328841061,Shipping,CR000467851123,509927,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:39,Twin Lakes (WI),331904907,Shipping,CR000467852071,514106,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:39,Twin Lakes (WI),328856560,Shipping,CR000467851595,509956,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:39,Twin Lakes (WI),333335026,Shipping,TBA327633156519,515691,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:39,Twin Lakes (WI),333278797,Shipping,58eddfe81d0fe99c9,515586,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),329072812,Shipping,CR000467851565,510283,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),329084711,Shipping,CR000467851541,510303,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:40,Twin Lakes (WI),332065792,Shipping,CR000467852009,514293,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:40,Twin Lakes (WI),329567226,Shipping,304a7553fc6cb1d55,510831,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),329184147,Shipping,CR000467851528,510402,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),330174469,Shipping,9200190244541407291673,511659,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),329362315,Shipping,CR000467852095,510538,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:40,Twin Lakes (WI),331673584,Shipping,CR000467851589,513647,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:40,Twin Lakes (WI),332356164,Shipping,CR000467852875,514628,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),330046529,Shipping,TBA327633152875,511550,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:40,Twin Lakes (WI),332696547,Shipping,CR000467852034,514982,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:40,Twin Lakes (WI),329453419,Shipping,CR000467852046,510714,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:40,Twin Lakes (WI),332024243,Shipping,CR000467852015,514268,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:40,Twin Lakes (WI),329111179,Shipping,CR000467851504,510312,0%,$ 6.95,$ 0,$ 6.95
01/06/26 01:37:40,Twin Lakes (WI),330528664,Shipping,809826b42adf4ff00,512192,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:40,Twin Lakes (WI),329201814,Shipping,CR000467851530,510418,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),332213167,Shipping,CR000467852022,514511,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:40,Twin Lakes (WI),329446328,Shipping,CR000467852060,510689,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:40,Twin Lakes (WI),330536948,Shipping,TBA327633157301,512208,0%,$ 6.45,$ 0,$ 6.45
01/06/26 01:37:40,Twin Lakes (WI),332954764,Shipping,CR000467852810,515243,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),333061142,Shipping,CR000467852882,515378,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:41,Twin Lakes (WI),334257452,Shipping,9261290318421409733482,516828,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),330224041,Shipping,c17a1bd89ce400d52,511745,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:41,Twin Lakes (WI),333139375,Shipping,CR000467852845,515475,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),332956698,Shipping,CR000467852894,515245,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),334000009,Shipping,TBA327633157117,516496,0%,$ 6.3,$ 0,$ 6.3
01/06/26 01:37:41,Twin Lakes (WI),333826627,Shipping,TBA327633157802,516301,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),333839892,Shipping,TBA327633157629,516317,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:41,Twin Lakes (WI),333327255,Shipping,CR000467852716,515678,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:41,Twin Lakes (WI),333240760,Shipping,CR000467852833,515545,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:42,Twin Lakes (WI),330434817,Shipping,CR000467852795,512015,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:42,Twin Lakes (WI),330432733,Shipping,CR000467852777,512010,0%,$ 6.3,$ 0,$ 6.3
01/06/26 01:37:42,Twin Lakes (WI),329751953,Shipping,CR000467852857,511113,0%,$ 6.95,$ 0,$ 6.95
01/06/26 01:37:42,Twin Lakes (WI),330322952,Shipping,CR000467852821,511910,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:42,Twin Lakes (WI),334525489,Shipping,9205590244541400180250,517165,0%,$ 19.89,$ 0,$ 19.89
01/06/26 01:37:42,Twin Lakes (WI),328617204,Shipping,397472891420,509635,0%,$ 18.74,$ 0,$ 18.74
01/06/26 01:37:42,Twin Lakes (WI),329465051,Shipping,CR000467852869,510725,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:42,Twin Lakes (WI),331889450,Shipping,5550396401,514078,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:42,Twin Lakes (WI),330138174,Shipping,CR000467852808,511621,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:42,Twin Lakes (WI),332605760,Shipping,5550396445,514900,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:42,Twin Lakes (WI),332216177,Shipping,2692397186,514520,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:42,Twin Lakes (WI),332278617,Shipping,5550396423,514571,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:42,Twin Lakes (WI),330515017,Shipping,CR000467852789,512169,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:42,Twin Lakes (WI),332184706,Shipping,5550396504,514460,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:43,Twin Lakes (WI),333882855,Shipping,CR000467852741,516395,0%,$ 6.48,$ 0,$ 6.48
01/06/26 01:37:43,Twin Lakes (WI),332742000,Shipping,5550396456,515043,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:43,Twin Lakes (WI),334698145,Shipping,CR000467852704,517350,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:43,Twin Lakes (WI),334671363,Shipping,CR000467852730,517319,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:43,Twin Lakes (WI),333586209,Shipping,CR000467852661,516026,0%,$ 6.95,$ 0,$ 6.95
01/06/26 01:37:43,Twin Lakes (WI),333888668,Shipping,CR000467852728,516406,0%,$ 6.7,$ 0,$ 6.7
01/06/26 01:37:43,Twin Lakes (WI),334067674,Shipping,CR000467852685,516600,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:43,Twin Lakes (WI),334088701,Shipping,CR000467852673,516632,0%,$ 6.45,$ 0,$ 6.45
01/06/26 01:37:43,Twin Lakes (WI),333595324,Shipping,CR000467852612,516038,0%,$ 6.58,$ 0,$ 6.58
01/06/26 01:37:43,Twin Lakes (WI),334229156,Shipping,CR000467852697,516781,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:43,Twin Lakes (WI),332343961,Shipping,5550396493,514611,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:43,Twin Lakes (WI),332910364,Shipping,5550396541,515202,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:43,Twin Lakes (WI),332758648,Shipping,2692397201,515060,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:43,Twin Lakes (WI),333049182,Shipping,2692397223,515363,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:44,Twin Lakes (WI),334111565,Shipping,CR000467852624,516672,0%,$ 6.85,$ 0,$ 6.85
01/06/26 01:37:44,Twin Lakes (WI),333403998,Shipping,5550396644,515762,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:45,Twin Lakes (WI),333351837,Shipping,2692397271,515722,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:45,Twin Lakes (WI),334437441,Shipping,2692397315,517116,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:46,Twin Lakes (WI),333483667,Shipping,2692397304,515846,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:46,Twin Lakes (WI),334270801,Shipping,5550396725,516845,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:46,Twin Lakes (WI),334127874,Shipping,2692397385,516707,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:46,Twin Lakes (WI),333533381,Shipping,2692397363,515932,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:46,Twin Lakes (WI),334521002,Shipping,5550396736,517161,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:47,Twin Lakes (WI),334740113,Shipping,5550396762,517413,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:47,Twin Lakes (WI),334235301,Shipping,2692397352,516790,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:47,Twin Lakes (WI),333869197,Shipping,2692397422,516373,0%,$ 3.95,$ 0,$ 3.95
01/06/26 01:37:47,Twin Lakes (WI),333519233,Shipping,5550396795,515907,0%,$ 3.95,$ 0,$ 3.95
